Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-05,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-06,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-07,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-09,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-12,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-13,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-14,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-15,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-16,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-19,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-20,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-21,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-22,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-23,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-27,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-28,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-29,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-01-30,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-02,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-03,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-04,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-05,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-06,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-09,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-10,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-11,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-12,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-13,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-16,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-17,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-18,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-19,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-20,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-24,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-25,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-26,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-02-27,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-03-02,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-03-03,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-03-04,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-03-05,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-03-06,280.100006,280.100006,280.100006,280.100006,238.312225,0
2009-03-09,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-12,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-13,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-16,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-17,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-18,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-19,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-20,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-23,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-24,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-25,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-26,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-27,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-30,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-03-31,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-01,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-02,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-06,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-08,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-09,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-13,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-15,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-16,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-17,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-20,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-21,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-22,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-23,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-24,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-27,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-28,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-29,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-04-30,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-04,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-05,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-06,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-07,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-08,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-11,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-12,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-13,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-14,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-15,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-18,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-19,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-20,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-21,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-22,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-25,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-26,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-27,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-28,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-05-29,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-01,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-02,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-03,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-04,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-05,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-08,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-09,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-10,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-11,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-12,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-15,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-16,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-17,280.100006,280.100006,280.100006,280.100006,250.850311,0
2009-06-18,280.100006,280.100006,280.100006,280.100006,250.850311,0
